draw,portfolio_plain_draw_column_2,portfolio_bonus_draw_column_2,portfolio_para1_draw_column_2,portfolio_para1_bonus_draw_column_2,portfolio_plain_draw_column_5,portfolio_bonus_draw_column_5,portfolio_para1_draw_column_5,portfolio_para1_bonus_draw_column_5,portfolio_plain_draw_column_7,portfolio_bonus_draw_column_7,portfolio_para1_draw_column_7,portfolio_para1_bonus_draw_column_7
7875,-4301.9267,-5574.9267,-5252.5867,-6525.5867,-4227.1367,-5441.5167,-5320.1367,-6534.5167,-4208.67,-5406.2933,-5527.17,-6724.7933
7876,-4302.2817,-5575.3567,-5253.095,-6526.17,-4227.5667,-5441.9767,-5320.5667,-6534.9767,-4209.06,-5406.9433,-5528.06,-6725.9433
7877,-4302.98,-5576.2717,-5253.9167,-6527.2083,-4228.3833,-5442.93,-5321.5833,-6536.13,-4209.7883,-5407.7917,-5529.2883,-6727.2917
7878,-4303.7183,-5577.36,-5254.7483,-6528.39,-4229.2367,-5444.1433,-5322.6367,-6537.5433,-4210.4783,-5408.7367,-5528.9783,-6727.2367
7879,-4304.1467,-5577.9217,-5255.26,-6529.035,-4229.75,-5444.9283,-5323.05,-6538.2283,-4211.04,-5409.6133,-5530.04,-6728.6133
7880,-4304.9833,-5578.9417,-5256.21,-6530.1683,-4230.7067,-5445.995,-5324.3067,-6539.595,-4211.96,-5410.7583,-5531.46,-6730.2583
7881,-4305.5633,-5579.8217,-5256.9367,-6531.195,-4231.4133,-5446.9633,-5325.3133,-6540.8633,-4212.5067,-5411.47,-5532.5067,-6731.47
7882,-4306.3117,-5580.945,-5257.7683,-6532.4017,-4232.3467,-5448.2067,-5326.5467,-6542.4067,-4213.34,-5412.5667,-5533.84,-6733.0667
7883,-4306.98,-5581.9383,-5258.5133,-6533.4717,-4233.12,-5449.155,-5327.52,-6543.555,-4214.0067,-5413.505,-5535.0067,-6734.505
7884,-4307.76,-5583.06,-5259.4,-6534.7,-4234.07,-5450.4583,-5328.87,-6545.2583,-4214.8233,-5414.675,-5536.3233,-6736.175
7885,-4308.3067,-5583.74,-5260.09,-6535.5233,-4234.0667,-5450.755,-5329.1667,-6545.855,-4215.4483,-5415.5367,-5537.4483,-6737.5367
7886,-4308.8333,-5584.2583,-5260.7433,-6536.1683,-4234.7567,-5451.7483,-5330.1567,-6547.1483,-4215.9967,-5416.3283,-5538.4967,-6738.8283
7887,-4309.2833,-5584.9417,-5261.2467,-6536.905,-4235.33,-5452.6617,-5330.73,-6548.0617,-4216.5867,-5417.1767,-5539.5867,-6740.1767
7888,-4309.65,-5585.4417,-5261.7267,-6537.5183,-4235.8233,-5453.335,-5331.4233,-6548.935,-4217.0383,-5417.93,-5540.5383,-6741.43
7889,-4309.9967,-5585.7633,-5262.21,-6537.9767,-4236.3733,-5454.0533,-5332.3733,-6550.0533,-4217.5167,-5418.59,-5541.5167,-6742.59
7890,-4310.6017,-5586.6433,-5262.925,-6538.9667,-4236.9833,-5455.0117,-5332.7833,-6550.8117,-4218.0217,-5419.3683,-5541.0217,-6742.3683
7891,-4311.1067,-5587.365,-5263.5533,-6539.8117,-4237.5533,-5455.7817,-5333.2533,-6551.4817,-4218.5483,-5419.9183,-5542.0483,-6743.4183
7892,-4311.5533,-5587.92,-5264.1333,-6540.5,-4237.4,-5454.22,-5333.3,-6550.12,-4219.0467,-5420.4617,-5543.0467,-6744.4617
7893,-4312.3083,-5588.8333,-5265.0183,-6541.5433,-4238.35,-5455.3967,-5334.65,-6551.6967,-4219.9267,-5421.47,-5544.4267,-6745.97
7894,-4313.175,-5589.7833,-5266.0017,-6542.61,-4239.3033,-5456.3783,-5335.7033,-6552.7783,-4220.8517,-5422.5383,-5545.8517,-6747.5383
7895,-4313.5267,-5590.4267,-5266.4867,-6543.3867,-4239.75,-5457.16,-5336.25,-6553.66,-4221.2267,-5422.9017,-5546.7267,-6748.4017
7896,-4313.67,-5590.4367,-5266.7833,-6543.55,-4240.0867,-5457.705,-5336.8867,-6554.505,-4221.51,-5423.335,-5547.51,-6749.335
7897,-4314.13,-5591.08,-5267.36,-6544.31,-4239.9733,-5457.9067,-5336.8733,-6554.8067,-4213.8483,-5415.935,-5540.3483,-6742.435
7898,-4314.6817,-5591.8483,-5268.0683,-6545.235,-4240.6667,-5458.8533,-5337.6667,-6555.8533,-4214.5267,-5416.9367,-5541.5267,-6743.9367
7899,-4315.53,-5593.0467,-5268.98,-6546.4967,-4241.7167,-5460.23,-5339.0167,-6557.53,-4215.5583,-5418.17,-5543.0583,-6745.67
7900,-4316.2483,-5593.8733,-5269.8183,-6547.4433,-4242.55,-5461.195,-5339.85,-6558.495,-4216.3067,-5419.0333,-5544.3067,-6747.0333
7901,-4316.7383,-5594.6217,-5270.4217,-6548.305,-4243.2033,-5462.1967,-5340.7033,-6559.6967,-4216.9417,-5419.9683,-5545.4417,-6748.4683
7902,-4317.2883,-5595.4717,-5271.0883,-6549.2717,-4243.16,-5462.39,-5340.86,-6560.09,-4217.425,-5420.6717,-5544.925,-6748.1717
7903,-4317.95,-5596.3167,-5271.8667,-6550.2333,-4244.0267,-5463.6067,-5342.0267,-6561.6067,-4218.2567,-5421.8167,-5546.2567,-6749.8167
7904,-4318.6883,-5597.08,-5272.7383,-6551.13,-4244.9667,-5464.74,-5343.1667,-6562.94,-4219.1317,-5422.9483,-5547.6317,-6751.4483
7905,-4318.96,-5597.4017,-5273.1167,-6551.5583,-4245.4633,-5465.5967,-5344.0633,-6564.1967,-4219.47,-5423.5617,-5548.47,-6752.5617
7906,-4319.54,-5598.165,-5273.82,-6552.445,-4246.09,-5466.0717,-5344.49,-6564.4717,-4220.1783,-5424.43,-5549.6783,-6753.93
7907,-4320.0233,-5598.915,-5274.4167,-6553.3083,-4246.6533,-5466.6433,-5344.8533,-6564.8433,-4220.42,-5424.3083,-5547.42,-6751.3083
7908,-4320.2967,-5599.5383,-5274.8267,-6554.0683,-4247.0067,-5467.0467,-5345.3067,-6565.3467,-4220.7267,-5424.7183,-5548.2267,-6752.2183
7909,-4321.265,-5600.7233,-5275.885,-6555.3433,-4248.2133,-5468.6467,-5347.0133,-6567.4467,-4221.8667,-5426.2183,-5549.8667,-6754.2183
7910,-4322.0217,-5601.58,-5276.7583,-6556.3167,-4249.02,-5469.5467,-5347.72,-6568.2467,-4222.7467,-5427.3783,-5551.2467,-6755.8783
7911,-4322.3383,-5601.9717,-5277.225,-6556.8583,-4248.6633,-5467.6883,-5347.3633,-6566.3883,-4222.9933,-5427.3333,-5550.4933,-6754.8333
7912,-4323.1283,-5602.92,-5278.1183,-6557.91,-4249.6667,-5469.015,-5348.7667,-6568.115,-4223.8783,-5428.49,-5551.8783,-6756.49
7913,-4323.49,-5603.6317,-5278.6067,-6558.7483,-4250.17,-5469.8183,-5349.47,-6569.1183,-4224.21,-5429.1,-5551.21,-6756.1
7914,-4324.1967,-5604.605,-5279.4467,-6559.855,-4250.9367,-5470.7783,-5350.2367,-6570.0783,-4224.925,-5430.0333,-5552.425,-6757.5333
7915,-4324.5667,-5605.1833,-5279.9567,-6560.5733,-4251.37,-5471.5217,-5350.57,-6570.7217,-4225.3667,-5430.7933,-5553.3667,-6758.7933
7916,-4324.9983,-5606.065,-5280.5183,-6561.585,-4251.8533,-5472.4267,-5350.9533,-6571.5267,-4225.8383,-5431.61,-5554.3383,-6760.11
7917,-4325.4683,-5606.6767,-5281.1083,-6562.3167,-4251.7267,-5472.5217,-5351.1267,-6571.9217,-4226.2833,-5432.0617,-5555.2833,-6761.0617
7918,-4326.3767,-5607.9017,-5282.1567,-6563.6817,-4252.69,-5473.5233,-5351.99,-6572.8233,-4227.1717,-5432.995,-5556.6717,-6762.495
7919,-4326.9667,-5608.8583,-5282.8733,-6564.765,-4253.3733,-5474.605,-5352.6733,-6573.905,-4227.8767,-5434.045,-5557.8767,-6764.045
7920,-4327.2217,-5609.3467,-5283.1917,-6565.3167,-4253.1167,-5474.55,-5352.6167,-6574.05,-4228.3067,-5434.72,-5558.8067,-6765.22
7921,-4327.7683,-5610.035,-5283.8983,-6566.165,-4253.6667,-5475.055,-5352.8667,-6574.255,-4228.8183,-5435.185,-5559.8183,-6766.185
7922,-4328.3133,-5610.7383,-5284.5733,-6566.9983,-4254.4467,-5476.1567,-5354.0467,-6575.7567,-4229.475,-5436.04,-5560.975,-6767.54
7923,-4329.005,-5611.7467,-5285.405,-6568.1467,-4255.2733,-5477.235,-5355.0733,-6577.035,-4230.25,-5437.1383,-5562.25,-6769.1383
7924,-4329.4383,-5611.6967,-5286.0017,-6568.26,-4255.8033,-5477.8267,-5355.6033,-6577.6267,-4230.85,-5437.9767,-5563.35,-6770.4767
7925,-4329.9267,-5612.3433,-5286.6,-6569.0167,-4256.36,-5478.48,-5356.06,-6578.18,-4231.3917,-5438.7033,-5564.3917,-6771.7033
7926,-4330.56,-5613.3183,-5287.3667,-6570.125,-4257.1967,-5479.6917,-5357.1967,-6579.6917,-4232.0017,-5439.69,-5564.0017,-6771.69
7927,-4330.9733,-5613.84,-5287.8733,-6570.74,-4257.86,-5480.675,-5358.26,-6581.075,-4232.5767,-5440.5667,-5565.0767,-6773.0667
7928,-4331.6933,-5614.8017,-5288.6833,-6571.7917,-4258.6033,-5481.6183,-5358.9033,-6581.9183,-4233.1583,-5441.28,-5564.6583,-6772.78
7929,-4332.2867,-5615.32,-5289.4033,-6572.4367,-4259.3967,-5482.65,-5360.0967,-6583.35,-4233.7933,-5442.1217,-5565.7933,-6774.1217
7930,-4332.585,-5615.9683,-5289.8383,-6573.2217,-4259.8533,-5483.355,-5360.7533,-6584.255,-4234.2133,-5442.825,-5566.7133,-6775.325
7931,-4333.0383,-5616.7717,-5290.425,-6574.1583,-4260.3867,-5484.1233,-5361.3867,-6585.1233,-4234.7,-5443.3817,-5567.7,-6776.3817
7932,-4334.005,-5618.03,-5291.535,-6575.56,-4261.52,-5485.4383,-5362.82,-6586.7383,-4235.7667,-5444.7617,-5569.2667,-6778.2617
7933,-4334.96,-5619.31,-5292.58,-6576.93,-4262.64,-5486.7967,-5364.24,-6588.3967,-4236.8033,-5446.1117,-5570.8033,-6780.1117
7934,-4335.3583,-5619.95,-5293.1117,-6577.7033,-4263.24,-5487.7617,-5365.14,-6589.6617,-4237.3383,-5446.9883,-5571.8383,-6781.4883
7935,-4335.8283,-5620.6867,-5293.665,-6578.5233,-4263.8133,-5488.565,-5365.9133,-6590.665,-4237.8833,-5447.8233,-5572.8833,-6782.8233
7936,-4336.5783,-5621.7367,-5294.5417,-6579.7,-4264.7333,-5489.695,-5367.0333,-6591.995,-4238.7517,-5448.7867,-5574.2517,-6784.2867
7937,-4336.9767,-5622.4267,-5295.0533,-6580.5033,-4265.3867,-5490.7167,-5368.0867,-6593.4167,-4239.3233,-5449.7117,-5575.3233,-6785.7117
7938,-4336.9233,-5622.7233,-5295.1033,-6580.9033,-4265.4567,-5491.1617,-5368.3567,-6594.0617,-4239.27,-5449.8867,-5575.77,-6786.3867
7939,-4337.475,-5623.4583,-5295.7683,-6581.7517,-4266.12,-5492.1683,-5369.22,-6595.2683,-4239.8933,-5450.8083,-5576.8933,-6787.8083
7940,-4337.6917,-5623.7833,-5296.0717,-6582.1633,-4266.5567,-5492.6633,-5369.8567,-6595.9633,-4240.14,-5451.3017,-5576.14,-6787.3017
7941,-4337.9883,-5624.3217,-5296.455,-6582.7883,-4267.0333,-5493.4683,-5370.6333,-6597.0683,-4240.3767,-5451.3283,-5575.3767,-6786.3283
7942,-4338.5083,-5625.1583,-5297.105,-6583.755,-4267.6867,-5494.4067,-5371.2867,-6598.0067,-4240.9717,-5452.2733,-5576.4717,-6787.7733
7943,-4339.0083,-5625.95,-5297.685,-6584.6267,-4268.3467,-5495.4367,-5372.2467,-6599.3367,-4241.625,-5453.2533,-5577.625,-6789.2533
7944,-4339.6267,-5626.735,-5298.42,-6585.5283,-4269.0767,-5496.5067,-5373.0767,-6600.5067,-4242.27,-5454.115,-5578.77,-6790.615
7945,-4340.1183,-5627.5183,-5299.005,-6586.405,-4269.76,-5497.3933,-5374.06,-6601.6933,-4242.685,-5454.3517,-5578.185,-6789.8517
7946,-4340.7317,-5627.9733,-5299.7417,-6586.9833,-4270.4233,-5497.96,-5374.5233,-6602.06,-4243.2083,-5454.8617,-5577.7083,-6789.3617
7947,-4341.4633,-5628.8133,-5300.5733,-6587.9233,-4271.22,-5498.8567,-5375.32,-6602.9567,-4244.0033,-5455.7567,-5579.0033,-6790.7567
7948,-4342.3383,-5629.9883,-5301.6117,-6589.2617,-4272.26,-5500.1283,-5376.56,-6604.4283,-4244.95,-5456.8633,-5580.45,-6792.3633
7949,-4342.5833,-5630.55,-5302.01,-6589.9767,-4272.6367,-5500.8033,-5377.0367,-6605.2033,-4245.38,-5457.6283,-5581.38,-6793.6283
7950,-4343.06,-5631.3183,-5302.6333,-6590.8917,-4273.2533,-5501.8017,-5377.7533,-6606.3017,-4245.9733,-5458.55,-5582.4733,-6795.05
7951,-4343.625,-5632.3333,-5303.3417,-6592.05,-4273.8667,-5502.8267,-5378.3667,-6607.3267,-4246.58,-5459.43,-5583.58,-6796.43
7952,-4344.1867,-5633.0783,-5304.04,-6592.9317,-4274.6033,-5503.5417,-5379.3033,-6608.2417,-4247.3233,-5460.4267,-5584.8233,-6797.9267
7953,-4344.835,-5633.91,-5304.7983,-6593.8733,-4275.3433,-5504.2833,-5380.0433,-6608.9833,-4248.1183,-5461.4367,-5586.1183,-6799.4367
7954,-4345.2517,-5634.385,-5305.3117,-6594.445,-4275.8867,-5505.025,-5380.5867,-6609.725,-4248.6483,-5462.0967,-5587.1483,-6800.5967
7955,-4345.8833,-5635.1333,-5306.0267,-6595.2767,-4276.77,-5506.2517,-5381.77,-6611.2517,-4249.4367,-5463.1783,-5588.4367,-6802.1783
7956,-4346.0633,-5635.48,-5306.33,-6595.7467,-4276.3633,-5506.0067,-5381.7633,-6611.4067,-4249.68,-5463.6167,-5589.18,-6803.1167
7957,-4346.65,-5636.175,-5307.0067,-6596.5317,-4277.08,-5507.0483,-5382.68,-6612.6483,-4250.2983,-5464.5117,-5590.2983,-6804.5117
7958,-4347.365,-5636.8567,-5307.8417,-6597.3333,-4277.8933,-5508.1,-5383.5933,-6613.8,-4251.0367,-5465.4533,-5591.5367,-6805.9533
7959,-4347.7983,-5637.3067,-5308.4183,-6597.9267,-4278.4,-5508.82,-5383.9,-6614.32,-4251.5717,-5466.285,-5592.5717,-6807.285
7960,-4348.2733,-5638.0983,-5308.9967,-6598.8217,-4279.04,-5509.7817,-5385.04,-6615.7817,-4252.0067,-5466.8883,-5593.5067,-6808.3883
7961,-4348.6883,-5638.78,-5309.535,-6599.6267,-4279.5433,-5510.6367,-5385.6433,-6616.7367,-4252.4433,-5467.6683,-5594.4433,-6809.6683
7962,-4349.2933,-5639.4183,-5310.2467,-6600.3717,-4280.28,-5511.515,-5386.58,-6617.815,-4253.0933,-5468.365,-5595.5933,-6810.865
7963,-4350.0183,-5640.2767,-5311.1083,-6601.3667,-4281.2067,-5512.8083,-5387.8067,-6619.4083,-4253.8417,-5469.1667,-5596.8417,-6812.1667
7964,-4350.48,-5640.5467,-5311.6933,-6601.76,-4281.7533,-5513.235,-5388.2533,-6619.735,-4254.4183,-5469.74,-5597.9183,-6813.24
7965,-4351.13,-5641.0883,-5312.44,-6602.3983,-4282.5133,-5514.1667,-5389.1133,-6620.7667,-4255.1567,-5470.6767,-5599.1567,-6814.6767
7966,-4351.7967,-5642.055,-5313.1567,-6603.415,-4283.33,-5515.325,-5390.13,-6622.125,-4255.8167,-5471.6233,-5598.8167,-6814.6233
7967,-4352.2017,-5642.4017,-5313.6683,-6603.8683,-4283.8267,-5515.9983,-5390.7267,-6622.8983,-4256.1317,-5471.7267,-5598.1317,-6813.7267
7968,-4352.85,-5643.2417,-5314.4833,-6604.875,-4284.6233,-5516.9667,-5391.6233,-6623.9667,-4256.9117,-5472.67,-5599.4117,-6815.17
7969,-4353.5283,-5643.945,-5315.2583,-6605.675,-4285.3433,-5517.7667,-5392.1433,-6624.5667,-4257.6617,-5473.595,-5600.6617,-6816.595
7970,-4353.9583,-5644.45,-5315.8217,-6606.3133,-4285.9733,-5518.7183,-5393.1733,-6625.9183,-4258.1483,-5474.25,-5601.6483,-6817.75
7971,-4354.675,-5645.2167,-5316.6617,-6607.2033,-4285.9233,-5518.6867,-5392.7233,-6625.4867,-4258.9133,-5475.215,-5602.9133,-6819.215
7972,-4355.245,-5646.02,-5317.3383,-6608.1133,-4285.8633,-5518.845,-5392.7633,-6625.745,-4259.4417,-5476.0083,-5602.4417,-6819.0083
7973,-4355.7517,-5646.7683,-5317.9683,-6608.985,-4286.53,-5519.8583,-5393.53,-6626.8583,-4259.9133,-5476.8333,-5601.9133,-6818.8333
7974,-4356.4417,-5647.775,-5318.8217,-6610.155,-4287.26,-5520.8583,-5394.06,-6627.6583,-4260.6883,-5477.9533,-5603.1883,-6820.4533
7975,-4356.925,-5648.525,-5319.395,-6610.995,-4287.7667,-5521.6283,-5394.2667,-6628.1283,-4261.1133,-5478.735,-5602.6133,-6820.235
7976,-4357.5733,-5649.2817,-5320.1767,-6611.885,-4288.5333,-5522.7417,-5395.0333,-6629.2417,-4261.8683,-5479.7333,-5603.8683,-6821.7333
7977,-4358.2633,-5650.155,-5320.9567,-6612.8483,-4289.3633,-5523.7567,-5396.0633,-6630.4567,-4262.6483,-5480.805,-5605.1483,-6823.305
7978,-4358.7717,-5651.0133,-5321.6217,-6613.8633,-4290.05,-5524.7933,-5397.05,-6631.7933,-4263.2617,-5481.68,-5606.2617,-6824.68
7979,-4359.3433,-5651.6433,-5322.31,-6614.61,-4290.0033,-5525.0333,-5396.9033,-6631.9333,-4263.9217,-5482.5433,-5607.4217,-6826.0433
7980,-4359.7633,-5652.03,-5322.81,-6615.0767,-4290.63,-5525.9067,-5397.83,-6633.1067,-4264.5117,-5483.385,-5608.5117,-6827.385
7981,-4360.3117,-5652.545,-5323.465,-6615.6983,-4291.3067,-5526.775,-5398.6067,-6634.075,-4265.17,-5484.2483,-5609.67,-6828.7483
7982,-4360.9067,-5653.4567,-5324.1333,-6616.6833,-4292.1267,-5527.97,-5399.7267,-6635.57,-4265.7067,-5485.0533,-5609.2067,-6828.5533
7983,-4361.235,-5653.8767,-5324.535,-6617.1767,-4292.5933,-5528.6783,-5400.2933,-6636.3783,-4266.0767,-5485.52,-5610.0767,-6829.52
7984,-4361.69,-5654.2817,-5325.11,-6617.7017,-4293.14,-5529.3867,-5400.74,-6636.9867,-4266.6783,-5486.3617,-5611.1783,-6830.8617
7985,-4362.08,-5655.0217,-5325.65,-6618.5917,-4293.57,-5530.1483,-5401.17,-6637.7483,-4267.115,-5487.0233,-5612.115,-6832.0233
7986,-4362.5817,-5655.5733,-5326.285,-6619.2767,-4294.2667,-5531.1283,-5402.1667,-6639.0283,-4267.7233,-5487.875,-5613.2233,-6833.375
7987,-4362.9,-5655.725,-5326.7033,-6619.5283,-4294.7333,-5531.9083,-5402.8333,-6640.0083,-4268.02,-5488.4883,-5614.02,-6834.4883
7988,-4363.1533,-5656.0283,-5327.0933,-6619.9683,-4295.2433,-5532.7633,-5403.8433,-6641.3633,-4268.4467,-5489.24,-5614.9467,-6835.74
7989,-4363.8317,-5656.8483,-5327.895,-6620.9117,-4295.29,-5533.0467,-5404.19,-6641.9467,-4269.1017,-5490.0067,-5616.1017,-6837.0067
7990,-4364.7467,-5657.655,-5328.92,-6621.8283,-4296.2133,-5534.1617,-5404.9133,-6642.8617,-4270.0267,-5491.1917,-5617.5267,-6838.6917
7991,-4365.475,-5658.4333,-5329.775,-6622.7333,-4297.0233,-5535.0333,-5405.6233,-6643.6333,-4270.8483,-5492.2517,-5618.8483,-6840.2517
7992,-4365.98,-5659.255,-5330.3633,-6623.6383,-4297.7333,-5536.12,-5406.7333,-6645.12,-4271.4683,-5493.12,-5619.9683,-6841.62
7993,-4366.2483,-5659.9233,-5330.705,-6624.38,-4298.2133,-5536.885,-5407.6133,-6646.285,-4271.9383,-5493.9067,-5620.9383,-6842.9067
7994,-4366.49,-5660.4317,-5331.06,-6625.0017,-4298.42,-5537.095,-5407.42,-6646.095,-4271.9967,-5493.2283,-5618.4967,-6839.7283
7995,-4367.04,-5660.94,-5331.7533,-6625.6533,-4298.3867,-5535.78,-5407.5867,-6644.98,-4272.5,-5493.8767,-5618.0,-6839.3767
7996,-4367.69,-5661.915,-5332.5567,-6626.7817,-4299.1867,-5536.9033,-5408.7867,-6646.5033,-4273.2033,-5494.87,-5619.2033,-6840.87
7997,-4368.2483,-5662.665,-5333.2317,-6627.6483,-4299.8733,-5537.7567,-5409.5733,-6647.4567,-4273.83,-5495.645,-5620.33,-6842.145
7998,-4369.0633,-5663.3967,-5334.1633,-6628.4967,-4300.8533,-5538.85,-5410.7533,-6648.75,-4274.7683,-5496.77,-5621.7683,-6843.77
7999,-4369.6533,-5664.3367,-5334.8933,-6629.5767,-4301.66,-5539.855,-5411.86,-6650.055,-4275.5017,-5497.7667,-5623.0017,-6845.2667
8000,-4369.99,-5664.8733,-5335.3367,-6630.22,-4301.2,-5539.5283,-5410.9,-6649.2283,-4275.7183,-5498.2183,-5622.2183,-6844.7183
8001,-4370.6333,-5665.7833,-5336.1067,-6631.2567,-4301.8767,-5540.2567,-5411.5767,-6649.9567,-4276.3317,-5498.9333,-5623.3317,-6845.9333
8002,-4370.9317,-5666.3733,-5336.5283,-6631.97,-4302.31,-5540.92,-5412.21,-6650.82,-4276.7533,-5499.595,-5624.2533,-6847.095
8003,-4371.405,-5667.0133,-5337.135,-6632.7433,-4302.91,-5541.6667,-5412.91,-6651.6667,-4277.2817,-5500.3133,-5625.2817,-6848.3133
8004,-4371.8117,-5667.57,-5337.6383,-6633.3967,-4303.43,-5542.2633,-5413.43,-6652.2633,-4277.62,-5500.3667,-5624.62,-6847.3667
8005,-4372.0983,-5668.0733,-5338.1117,-6634.0867,-4303.89,-5543.08,-5414.19,-6653.38,-4277.9767,-5501.055,-5625.4767,-6848.555
8006,-4372.55,-5668.5833,-5338.68,-6634.7133,-4304.5133,-5544.0,-5415.0133,-6654.5,-4278.5467,-5501.935,-5626.5467,-6849.935
8007,-4372.9767,-5669.335,-5339.23,-6635.5883,-4305.1167,-5544.9417,-5415.9167,-6655.7417,-4279.055,-5502.7233,-5627.555,-6851.2233
8008,-4373.7017,-5670.41,-5340.065,-6636.7733,-4306.01,-5546.225,-5417.11,-6657.325,-4279.9117,-5503.8983,-5628.9117,-6852.8983
8009,-4374.17,-5671.1033,-5340.6267,-6637.56,-4305.8867,-5546.4017,-5417.2867,-6657.8017,-4280.385,-5504.5533,-5629.885,-6854.0533
8010,-4374.93,-5672.2883,-5341.5033,-6638.8617,-4306.0633,-5545.3567,-5417.7633,-6657.0567,-4281.1617,-5505.4783,-5631.1617,-6855.4783
8011,-4375.6133,-5673.2133,-5342.2867,-6639.8867,-4306.8233,-5546.4367,-5418.5233,-6658.1367,-4281.8633,-5506.2867,-5632.3633,-6856.7867
8012,-4376.1817,-5673.99,-5342.9483,-6640.7567,-4307.5533,-5547.525,-5419.6533,-6659.625,-4282.4933,-5507.1883,-5633.4933,-6858.1883
8013,-4376.515,-5674.6233,-5343.365,-6641.4733,-4308.0367,-5548.3033,-5420.4367,-6660.7033,-4282.73,-5507.2567,-5632.73,-6857.2567
8014,-4377.35,-5675.6417,-5344.3333,-6642.625,-4309.0367,-5549.6133,-5421.8367,-6662.4133,-4283.6967,-5508.545,-5634.1967,-6859.045
8015,-4378.17,-5676.4117,-5345.25,-6643.4917,-4309.9867,-5550.8533,-5422.8867,-6663.7533,-4284.5817,-5509.7083,-5635.5817,-6860.7083
8016,-4379.04,-5677.39,-5346.1667,-6644.5167,-4311.04,-5552.145,-5424.34,-6665.445,-4285.5683,-5510.9483,-5637.0683,-6862.4483
8017,-4379.5683,-5677.81,-5346.805,-6645.0467,-4310.9067,-5550.7267,-5424.2067,-6664.0267,-4286.14,-5511.4883,-5638.14,-6863.4883
8018,-4380.125,-5678.7417,-5347.4817,-6646.0983,-4311.6333,-5551.6867,-5425.1333,-6665.1867,-4286.7933,-5512.4667,-5639.2933,-6864.9667
8019,-4380.5183,-5679.4267,-5347.9517,-6646.86,-4312.2633,-5552.6267,-5426.0633,-6666.4267,-4287.31,-5513.3133,-5640.31,-6866.3133
8020,-4380.9067,-5680.19,-5348.4567,-6647.74,-4312.7033,-5553.3067,-5426.4033,-6667.0067,-4287.685,-5514.02,-5639.685,-6866.02
8021,-4381.4617,-5681.145,-5349.1583,-6648.8417,-4313.4033,-5554.0433,-5427.3033,-6667.9433,-4288.2733,-5514.675,-5640.7733,-6867.175
8022,-4381.9583,-5681.75,-5349.745,-6649.5367,-4314.08,-5555.075,-5428.18,-6669.175,-4288.9467,-5515.6167,-5641.9467,-6868.6167
8023,-4382.36,-5682.285,-5350.2967,-6650.2217,-4314.47,-5555.585,-5428.17,-6669.285,-4289.2017,-5515.4767,-5641.2017,-6867.4767
8024,-4382.9733,-5683.115,-5351.0433,-6651.185,-4313.6467,-5554.9133,-5427.3467,-6668.6133,-4289.78,-5516.2733,-5642.28,-6868.7733
8025,-4383.6517,-5683.76,-5351.8517,-6651.96,-4314.4467,-5555.8517,-5428.1467,-6669.5517,-4290.465,-5517.1533,-5641.965,-6868.6533
8026,-4384.2467,-5684.4633,-5352.55,-6652.7667,-4315.19,-5556.97,-5429.09,-6670.87,-4291.1383,-5518.0483,-5643.1383,-6870.0483
8027,-4384.7367,-5685.12,-5353.2167,-6653.6,-4315.7,-5557.5567,-5429.5,-6671.3567,-4291.725,-5518.755,-5644.225,-6871.255
8028,-4385.5067,-5686.24,-5354.13,-6654.8633,-4316.6167,-5558.7083,-5430.6167,-6672.7083,-4292.625,-5519.955,-5645.625,-6872.955
8029,-4385.8217,-5686.38,-5354.5683,-6655.1267,-4317.08,-5559.3517,-5431.18,-6673.4517,-4293.0917,-5520.6317,-5646.5917,-6874.1317
8030,-4386.3617,-5687.295,-5355.2283,-6656.1617,-4317.7267,-5560.1117,-5431.7267,-6674.1117,-4293.7633,-5521.4917,-5647.7633,-6875.4917
8031,-4387.1567,-5688.3317,-5356.1467,-6657.3217,-4318.62,-5561.295,-5432.72,-6675.395,-4294.4667,-5522.5017,-5647.4667,-6875.5017
8032,-4387.855,-5689.3217,-5356.9817,-6658.4483,-4319.3433,-5562.09,-5433.4433,-6676.19,-4295.2367,-5523.54,-5648.7367,-6877.04
8033,-4388.635,-5690.3683,-5357.8383,-6659.5717,-4319.4233,-5562.4517,-5433.4233,-6676.4517,-4295.9733,-5524.1417,-5648.4733,-6876.6417
8034,-4389.0167,-5691.0667,-5358.3133,-6660.3633,-4319.98,-5563.2883,-5434.28,-6677.5883,-4296.45,-5524.925,-5649.45,-6877.925
8035,-4389.455,-5691.7467,-5358.845,-6661.1367,-4320.5333,-5564.0783,-5434.9333,-6678.4783,-4296.835,-5525.1167,-5648.835,-6877.1167
8036,-4389.8033,-5692.3117,-5359.3667,-6661.875,-4321.0867,-5564.9967,-5435.8867,-6679.7967,-4297.3567,-5525.875,-5649.8567,-6878.375
8037,-4390.2267,-5692.735,-5359.9133,-6662.4217,-4321.6667,-5565.94,-5436.6667,-6680.94,-4297.89,-5526.7417,-5650.89,-6879.7417
8038,-4390.66,-5692.9017,-5360.4567,-6662.6983,-4322.2167,-5566.6433,-5437.2167,-6681.6433,-4298.44,-5527.3783,-5651.94,-6880.8783
8039,-4391.175,-5693.525,-5361.065,-6663.415,-4322.9067,-5567.545,-5438.2067,-6682.845,-4298.8917,-5528.05,-5651.3917,-6880.55
