draw,plain_kino_1,plain_kino_2,plain_kino_3,plain_kino_4,plain_kino_5,plain_kino_6,plain_kino_7,plain_kino_8,plain_kino_9,plain_kino_10,plain_kino_11,plain_kino_12,para1_kino_2,para1_kino_3,para1_kino_4,para1_kino_5,para1_kino_6,para1_kino_7,para1_kino_8,para1_kino_9,parity_odd,parity_even,parity_draw,column_random
9232,-1732.02,-1479.478,-1416.23,-1430.069,-1389.508,-1411.789,-1366.336,-1384.202,-1307.609,-1403.79,-1458.216,-1351.904,-2590.304,-2834.74,-2863.429,-2664.888,-2794.449,-2940.336,-3056.002,-2483.609,-940.912,-936.842,-860.492,-925.344
9233,-1732.2375,-1479.637,-1416.455,-1430.404,-1389.898,-1412.107,-1366.616,-1384.502,-1307.894,-1404.0,-1458.286,-1352.103,-2590.591,-2835.165,-2864.024,-2665.658,-2795.037,-2941.116,-3056.802,-2484.394,-940.988,-936.964,-860.596,-925.444
9234,-1732.415,-1479.778,-1416.585,-1430.635,-1390.168,-1412.328,-1366.815,-1384.768,-1308.196,-1404.298,-1458.581,-1352.416,-2590.864,-2835.405,-2864.499,-2666.008,-2795.298,-2941.815,-3057.568,-2485.196,-941.104,-937.066,-860.66,-925.472
9235,-1732.5825,-1479.919,-1416.77,-1430.862,-1390.044,-1412.555,-1367.02,-1385.06,-1308.491,-1404.632,-1458.908,-1352.766,-2591.117,-2835.76,-2864.938,-2666.084,-2795.565,-2942.52,-3058.36,-2485.991,-941.212,-937.164,-860.748,-925.524
9236,-1732.785,-1480.1,-1416.9375,-1431.055,-1389.866,-1412.83,-1367.306,-1385.348,-1308.77,-1404.886,-1459.159,-1352.905,-2591.41,-2836.0625,-2865.247,-2665.986,-2796.11,-2943.306,-3059.148,-2486.77,-941.352,-937.256,-860.784,-925.696
9237,-1732.945,-1480.222,-1417.085,-1431.15,-1390.14,-1413.11,-1367.561,-1385.624,-1309.116,-1405.238,-1459.501,-1353.211,-2591.656,-2836.355,-2865.474,-2666.34,-2796.66,-2944.061,-3059.924,-2487.616,-941.52,-937.294,-860.872,-925.82
9238,-1733.105,-1480.391,-1417.26,-1431.46,-1390.48,-1413.418,-1367.769,-1385.92,-1309.435,-1405.578,-1459.818,-1353.514,-2591.913,-2836.68,-2865.996,-2666.94,-2797.238,-2943.869,-3060.72,-2488.435,-941.624,-937.396,-860.96,-925.856
9239,-1733.32,-1480.549,-1417.47,-1431.67,-1390.756,-1413.676,-1368.059,-1386.208,-1309.764,-1405.792,-1459.848,-1353.643,-2592.227,-2837.06,-2866.338,-2667.296,-2797.766,-2944.659,-3061.508,-2489.264,-941.734,-937.508,-861.016,-925.9
9240,-1733.51,-1480.697,-1417.65,-1431.89,-1390.646,-1413.994,-1368.341,-1386.546,-1310.103,-1406.072,-1460.172,-1353.991,-2592.511,-2837.45,-2866.754,-2667.386,-2798.354,-2945.441,-3062.346,-2490.103,-941.83,-937.622,-861.096,-926.016
9241,-1733.7075,-1480.887,-1417.84,-1432.024,-1390.94,-1414.321,-1368.589,-1386.818,-1310.251,-1406.312,-1460.445,-1354.303,-2592.811,-2837.82,-2867.148,-2667.76,-2799.181,-2946.189,-3063.118,-2490.751,-941.918,-937.732,-861.2,-926.164
9242,-1733.925,-1481.09,-1418.1,-1432.251,-1391.258,-1414.611,-1368.909,-1387.126,-1310.587,-1406.67,-1460.774,-1354.655,-2593.14,-2838.3,-2867.555,-2668.278,-2799.741,-2947.009,-3063.926,-2491.587,-942.02,-937.822,-861.316,-926.248
9243,-1734.11,-1481.258,-1418.2275,-1432.53,-1391.532,-1414.887,-1369.18,-1387.418,-1310.679,-1406.846,-1460.735,-1354.786,-2593.394,-2838.5325,-2867.902,-2668.692,-2800.287,-2947.78,-3064.718,-2492.179,-942.156,-937.896,-861.396,-926.34
9244,-1734.265,-1481.414,-1418.3925,-1432.635,-1391.41,-1415.124,-1369.411,-1387.636,-1310.942,-1407.134,-1460.984,-1355.097,-2593.622,-2838.8275,-2868.123,-2668.83,-2800.564,-2948.511,-3065.436,-2492.942,-942.304,-937.964,-861.464,-926.456
9245,-1734.4175,-1481.541,-1418.4125,-1432.725,-1391.698,-1415.457,-1369.67,-1387.926,-1311.225,-1407.414,-1461.295,-1355.425,-2593.873,-2839.0375,-2868.297,-2669.258,-2801.397,-2949.27,-3066.226,-2493.725,-942.398,-938.046,-861.612,-926.62
9246,-1734.58,-1481.641,-1418.5625,-1433.003,-1391.982,-1415.688,-1369.875,-1388.124,-1311.105,-1407.538,-1461.461,-1355.485,-2594.093,-2839.2375,-2868.659,-2669.682,-2801.668,-2949.975,-3066.924,-2494.105,-942.502,-938.124,-861.748,-926.648
9247,-1734.7475,-1481.775,-1418.675,-1433.292,-1392.242,-1415.968,-1370.037,-1388.376,-1311.353,-1407.766,-1461.713,-1355.781,-2594.325,-2839.425,-2869.032,-2669.962,-2802.218,-2949.737,-3067.676,-2494.853,-942.592,-938.242,-861.832,-926.66
9248,-1734.9275,-1481.924,-1418.845,-1433.405,-1392.106,-1416.247,-1370.227,-1388.672,-1311.637,-1408.076,-1462.009,-1356.147,-2594.552,-2839.685,-2869.357,-2670.026,-2802.767,-2949.527,-3068.472,-2495.637,-942.674,-938.346,-861.96,-926.816
9249,-1735.155,-1482.099,-1418.9425,-1433.435,-1391.994,-1416.477,-1370.418,-1388.966,-1311.923,-1408.358,-1462.299,-1356.466,-2594.887,-2839.9775,-2869.583,-2670.174,-2803.037,-2949.318,-3069.266,-2496.423,-942.802,-938.414,-862.068,-926.908
9250,-1735.3725,-1482.27,-1419.13,-1433.753,-1392.336,-1416.803,-1370.74,-1389.322,-1312.275,-1408.688,-1462.557,-1356.783,-2595.2,-2840.34,-2870.113,-2670.776,-2803.633,-2950.14,-3070.122,-2497.275,-942.922,-938.528,-862.1,-927.008
9251,-1735.54,-1482.4,-1419.2125,-1433.836,-1392.558,-1416.92,-1370.923,-1389.532,-1312.525,-1408.89,-1462.717,-1356.826,-2595.43,-2840.5875,-2870.2,-2670.898,-2803.33,-2950.823,-3070.832,-2498.025,-942.98,-938.636,-862.268,-927.052
9252,-1735.7025,-1482.519,-1419.38,-1434.046,-1392.858,-1417.267,-1371.191,-1389.806,-1312.804,-1409.15,-1462.993,-1357.133,-2595.677,-2840.89,-2870.526,-2671.338,-2804.177,-2951.591,-3071.606,-2498.804,-943.09,-938.72,-862.38,-927.104
9253,-1735.9175,-1482.704,-1419.53,-1433.973,-1392.736,-1417.571,-1371.497,-1390.168,-1313.128,-1409.344,-1463.175,-1357.241,-2596.002,-2841.24,-2870.681,-2671.416,-2804.751,-2952.397,-3072.468,-2499.628,-943.216,-938.826,-862.416,-927.172
9254,-1736.0825,-1482.855,-1419.65,-1434.077,-1393.056,-1417.902,-1371.701,-1390.428,-1313.401,-1409.482,-1463.305,-1357.343,-2596.255,-2841.55,-2870.933,-2671.936,-2805.582,-2953.101,-3073.228,-2500.401,-943.35,-938.918,-862.464,-927.248
9255,-1736.285,-1483.06,-1419.83,-1434.405,-1393.41,-1418.192,-1371.993,-1390.754,-1313.745,-1409.764,-1463.626,-1357.666,-2596.59,-2841.94,-2871.457,-2672.61,-2805.912,-2953.893,-3074.054,-2501.245,-943.488,-938.998,-862.528,-927.348
9256,-1736.4975,-1483.223,-1419.96,-1434.594,-1393.33,-1418.429,-1372.189,-1391.004,-1314.042,-1410.012,-1463.859,-1357.929,-2596.869,-2842.18,-2871.778,-2672.97,-2806.189,-2954.589,-3074.804,-2502.042,-943.552,-939.146,-862.604,-927.504
9257,-1736.6475,-1483.36,-1420.12,-1434.62,-1393.582,-1418.642,-1372.382,-1391.252,-1314.222,-1410.06,-1463.99,-1358.019,-2597.13,-2842.51,-2872.064,-2673.182,-2806.442,-2955.282,-3075.552,-2502.722,-943.624,-939.278,-862.696,-927.58
9258,-1736.86,-1483.532,-1420.3675,-1434.832,-1393.926,-1418.944,-1372.598,-1391.48,-1314.501,-1410.208,-1464.193,-1358.287,-2597.396,-2842.9025,-2872.472,-2673.786,-2807.014,-2955.998,-3076.28,-2503.501,-943.746,-939.352,-862.804,-927.768
9259,-1737.0225,-1483.652,-1420.495,-1434.927,-1394.17,-1419.182,-1372.855,-1391.79,-1314.821,-1410.528,-1464.498,-1358.627,-2597.626,-2843.135,-2872.747,-2673.99,-2807.292,-2956.755,-3077.09,-2504.321,-943.866,-939.458,-862.852,-927.86
9260,-1737.2375,-1483.829,-1420.725,-1435.232,-1394.554,-1419.506,-1373.144,-1392.146,-1315.168,-1410.808,-1464.784,-1358.983,-2597.917,-2843.525,-2873.216,-2674.754,-2808.116,-2957.544,-3077.946,-2505.168,-943.97,-939.548,-862.964,-927.824
9261,-1737.4275,-1484.001,-1420.76,-1435.402,-1394.77,-1419.734,-1373.343,-1392.238,-1314.819,-1410.386,-1464.625,-1359.06,-2598.213,-2843.68,-2873.406,-2674.93,-2808.384,-2958.243,-3078.538,-2505.319,-944.034,-939.674,-863.084,-927.948
9262,-1737.585,-1484.103,-1420.8475,-1435.571,-1395.04,-1419.998,-1373.546,-1392.532,-1315.132,-1410.66,-1464.855,-1359.201,-2598.429,-2843.8925,-2873.595,-2675.34,-2808.918,-2958.046,-3079.332,-2506.132,-944.134,-939.776,-863.18,-928.072
9263,-1737.78,-1484.254,-1420.9225,-1435.753,-1395.238,-1420.179,-1373.694,-1392.71,-1315.209,-1410.73,-1464.928,-1359.077,-2598.712,-2844.1175,-2873.813,-2675.378,-2808.909,-2957.794,-3080.01,-2506.709,-944.238,-939.894,-863.236,-927.972
9264,-1737.9725,-1484.372,-1420.9725,-1435.859,-1395.076,-1418.879,-1373.862,-1393.024,-1315.561,-1411.03,-1465.181,-1359.331,-2598.966,-2844.2675,-2874.115,-2675.356,-2808.109,-2957.562,-3080.824,-2507.561,-944.366,-939.972,-863.324,-928.04
9265,-1738.165,-1484.553,-1421.15,-1435.961,-1394.92,-1419.118,-1374.085,-1393.224,-1315.485,-1410.744,-1465.195,-1359.361,-2599.259,-2844.6,-2874.365,-2675.28,-2808.388,-2958.285,-3081.524,-2507.985,-944.45,-940.07,-863.46,-928.156
9266,-1738.365,-1484.718,-1421.3325,-1435.994,-1395.216,-1419.443,-1374.342,-1393.462,-1315.785,-1411.044,-1465.454,-1359.676,-2599.524,-2844.8975,-2874.706,-2675.716,-2809.213,-2959.042,-3082.262,-2508.785,-944.59,-940.148,-863.524,-928.264
9267,-1738.6075,-1484.931,-1421.605,-1436.24,-1395.566,-1419.797,-1374.649,-1393.772,-1316.111,-1411.296,-1465.542,-1359.865,-2599.883,-2845.415,-2875.164,-2676.326,-2810.067,-2959.849,-3083.072,-2509.611,-944.692,-940.244,-863.628,-928.372
9268,-1738.7775,-1485.044,-1421.6275,-1436.426,-1395.824,-1420.057,-1374.906,-1394.092,-1316.403,-1411.48,-1465.756,-1360.027,-2600.132,-2845.5825,-2875.418,-2676.664,-2810.597,-2960.606,-3083.892,-2510.403,-944.774,-940.376,-863.7,-928.544
9269,-1738.9175,-1485.154,-1421.705,-1436.516,-1395.722,-1420.32,-1375.155,-1394.344,-1316.665,-1411.712,-1465.978,-1360.121,-2600.392,-2845.765,-2875.64,-2676.942,-2811.13,-2961.355,-3084.644,-2511.165,-944.85,-940.502,-863.796,-928.708
9270,-1739.0675,-1485.346,-1421.9275,-1436.642,-1395.568,-1420.505,-1375.294,-1394.558,-1316.94,-1411.938,-1466.005,-1360.272,-2600.698,-2846.1825,-2875.994,-2676.868,-2810.895,-2961.094,-3085.358,-2511.94,-944.93,-940.624,-863.892,-928.8
9271,-1739.29,-1485.515,-1422.0725,-1436.749,-1395.428,-1420.761,-1375.571,-1394.874,-1317.292,-1412.244,-1466.332,-1360.556,-2600.985,-2846.5175,-2876.265,-2676.928,-2811.191,-2961.871,-3086.174,-2512.792,-945.044,-940.722,-863.968,-928.868
9272,-1739.4475,-1485.646,-1422.2275,-1436.843,-1395.262,-1420.944,-1375.78,-1395.116,-1317.532,-1412.396,-1466.454,-1360.371,-2601.248,-2846.8325,-2876.475,-2676.842,-2811.184,-2962.58,-3086.916,-2513.532,-945.188,-940.778,-864.068,-929.008
9273,-1739.65,-1485.803,-1422.435,-1437.159,-1395.564,-1421.297,-1376.084,-1395.404,-1317.852,-1412.698,-1466.667,-1360.62,-2601.549,-2847.155,-2877.003,-2677.284,-2812.037,-2963.384,-3087.704,-2514.352,-945.334,-940.862,-864.108,-929.124
9274,-1739.8775,-1485.985,-1422.615,-1437.423,-1395.86,-1421.634,-1376.318,-1395.61,-1318.149,-1412.946,-1466.85,-1360.839,-2601.845,-2847.445,-2877.191,-2677.78,-2812.874,-2964.118,-3088.41,-2515.149,-945.462,-940.936,-864.204,-929.24
9275,-1740.0925,-1486.186,-1422.8025,-1437.658,-1396.186,-1421.929,-1376.516,-1395.778,-1318.221,-1413.132,-1467.06,-1361.119,-2602.158,-2847.8575,-2877.654,-2678.306,-2813.669,-2964.816,-3089.078,-2515.721,-945.584,-941.024,-864.284,-929.372
9276,-1740.285,-1486.371,-1423.075,-1437.965,-1396.504,-1422.254,-1376.74,-1396.076,-1318.524,-1413.414,-1467.386,-1361.48,-2602.463,-2848.275,-2878.077,-2678.824,-2814.494,-2965.54,-3089.876,-2516.524,-945.652,-941.152,-864.392,-929.424
9277,-1740.46,-1486.518,-1423.22,-1438.076,-1396.776,-1422.565,-1376.978,-1396.388,-1318.857,-1413.688,-1467.652,-1361.649,-2602.734,-2848.56,-2878.4,-2679.176,-2815.305,-2966.278,-3090.688,-2517.357,-945.718,-941.282,-864.5,-929.508
9278,-1740.66,-1486.707,-1423.3825,-1438.22,-1397.148,-1422.9,-1377.307,-1396.732,-1319.198,-1414.046,-1467.995,-1361.881,-2603.091,-2848.9475,-2878.836,-2679.868,-2815.91,-2967.107,-3091.532,-2518.198,-945.858,-941.366,-864.552,-929.608
9279,-1740.8875,-1486.91,-1423.6475,-1438.561,-1397.498,-1423.267,-1377.602,-1397.032,-1319.465,-1414.258,-1467.976,-1362.035,-2603.39,-2849.4425,-2879.421,-2680.478,-2816.777,-2967.902,-3092.332,-2518.965,-945.942,-941.464,-864.688,-929.788
9280,-1741.06,-1487.054,-1423.7775,-1438.573,-1397.814,-1423.502,-1377.832,-1397.29,-1319.722,-1414.452,-1468.047,-1362.199,-2603.662,-2849.7325,-2879.613,-2680.994,-2817.052,-2968.632,-3093.09,-2519.722,-946.084,-941.53,-864.772,-929.848
9281,-1741.285,-1487.259,-1423.92,-1438.592,-1398.056,-1423.667,-1378.025,-1397.5,-1319.964,-1414.652,-1468.242,-1362.214,-2603.997,-2850.06,-2879.796,-2681.196,-2817.027,-2969.325,-3093.8,-2520.464,-946.178,-941.62,-864.904,-929.868
9282,-1741.475,-1487.407,-1424.035,-1438.608,-1397.884,-1423.907,-1378.262,-1397.772,-1320.235,-1414.906,-1468.501,-1362.373,-2604.271,-2850.405,-2879.96,-2681.104,-2817.307,-2970.062,-3094.572,-2521.235,-946.22,-941.748,-865.064,-930.08
9283,-1741.63,-1487.561,-1424.17,-1438.806,-1397.744,-1424.103,-1378.364,-1397.984,-1320.493,-1415.068,-1468.647,-1362.48,-2604.523,-2850.61,-2880.322,-2681.164,-2817.313,-2969.764,-3095.284,-2521.993,-946.318,-941.834,-865.196,-930.116
9284,-1741.8325,-1487.774,-1424.44,-1439.134,-1398.154,-1424.455,-1378.631,-1398.232,-1320.789,-1415.378,-1468.953,-1362.834,-2604.862,-2851.07,-2880.862,-2682.014,-2818.165,-2970.531,-3096.032,-2522.789,-946.41,-941.946,-865.288,-930.064
9285,-1742.04,-1487.982,-1424.6425,-1439.476,-1398.536,-1424.835,-1378.94,-1398.58,-1321.12,-1415.702,-1469.233,-1363.219,-2605.206,-2851.4775,-2881.432,-2682.716,-2819.045,-2971.34,-3096.88,-2523.62,-946.494,-942.052,-865.408,-930.212
9286,-1742.2375,-1488.174,-1424.8525,-1439.603,-1398.866,-1425.152,-1379.151,-1398.858,-1321.235,-1415.512,-1469.118,-1363.191,-2605.522,-2851.9075,-2881.739,-2683.306,-2819.632,-2971.151,-3097.658,-2524.235,-946.55,-942.18,-865.54,-930.36
9287,-1742.4125,-1488.309,-1424.9225,-1439.604,-1399.172,-1425.495,-1379.426,-1399.152,-1321.526,-1415.826,-1469.404,-1363.529,-2605.757,-2852.1175,-2881.856,-2683.752,-2820.475,-2971.926,-3098.452,-2525.026,-946.636,-942.3,-865.628,-930.468
9288,-1742.555,-1488.49,-1425.035,-1439.612,-1398.986,-1425.664,-1379.645,-1399.418,-1321.791,-1416.058,-1469.657,-1363.853,-2606.03,-2852.405,-2882.044,-2683.586,-2820.454,-2972.645,-3099.218,-2525.791,-946.682,-942.454,-865.728,-930.528
9289,-1742.75,-1488.645,-1425.155,-1439.917,-1399.238,-1425.966,-1379.882,-1399.666,-1322.064,-1416.256,-1469.843,-1363.845,-2606.325,-2852.665,-2882.497,-2683.798,-2821.256,-2973.382,-3099.966,-2526.564,-946.782,-942.53,-865.876,-930.684
9290,-1742.945,-1488.828,-1425.33,-1440.04,-1399.52,-1426.181,-1380.063,-1398.972,-1322.147,-1416.402,-1470.024,-1363.976,-2606.614,-2852.99,-2882.8,-2684.1,-2821.281,-2973.163,-3095.572,-2527.147,-946.868,-942.638,-865.988,-930.728
9291,-1743.11,-1488.92,-1425.5225,-1440.141,-1399.428,-1426.46,-1380.33,-1399.322,-1322.491,-1416.746,-1470.34,-1364.301,-2606.83,-2853.2675,-2883.113,-2684.388,-2821.83,-2973.93,-3096.422,-2527.991,-946.966,-942.726,-866.116,-930.876
9292,-1743.2925,-1489.085,-1425.6775,-1440.154,-1399.178,-1426.586,-1380.517,-1399.528,-1322.697,-1416.836,-1470.192,-1364.136,-2607.115,-2853.6325,-2883.242,-2683.978,-2821.536,-2974.617,-3097.128,-2528.697,-947.066,-942.84,-866.188,-930.896
9293,-1743.5275,-1489.274,-1425.9325,-1440.442,-1399.454,-1426.907,-1380.768,-1399.808,-1323.028,-1417.138,-1470.422,-1364.428,-2607.432,-2853.9975,-2883.63,-2684.334,-2822.357,-2975.368,-3097.908,-2529.528,-947.142,-942.936,-866.344,-930.996
9294,-1743.71,-1489.413,-1426.045,-1440.523,-1399.244,-1425.518,-1380.886,-1399.992,-1323.017,-1417.12,-1470.245,-1364.473,-2607.689,-2854.235,-2883.747,-2684.144,-2821.008,-2975.086,-3098.592,-2530.017,-947.248,-943.034,-866.436,-931.176
9295,-1743.935,-1489.618,-1426.2425,-1440.732,-1399.51,-1425.73,-1380.994,-1400.144,-1322.905,-1416.71,-1468.937,-1363.593,-2608.014,-2854.6275,-2884.056,-2684.49,-2821.26,-2974.794,-3099.244,-2530.405,-947.326,-943.152,-866.544,-931.284
9296,-1744.115,-1489.765,-1426.45,-1441.026,-1399.824,-1426.004,-1381.242,-1400.392,-1322.985,-1416.878,-1468.925,-1363.752,-2608.265,-2854.95,-2884.482,-2685.064,-2821.804,-2975.542,-3099.992,-2530.985,-947.438,-943.232,-866.66,-931.304
9297,-1744.3,-1489.931,-1426.625,-1441.328,-1400.11,-1426.331,-1381.493,-1400.644,-1323.275,-1417.048,-1469.198,-1363.77,-2608.553,-2855.275,-2884.9,-2685.49,-2822.631,-2976.293,-3100.744,-2531.775,-947.534,-943.312,-866.808,-931.436
9298,-1744.47,-1490.063,-1426.69,-1441.43,-1400.404,-1426.495,-1381.702,-1400.96,-1323.522,-1417.208,-1469.36,-1364.036,-2608.809,-2855.47,-2885.15,-2685.984,-2822.605,-2977.002,-3101.56,-2532.522,-947.64,-943.432,-866.856,-931.504
9299,-1744.61,-1490.208,-1426.925,-1441.631,-1400.73,-1426.815,-1381.97,-1401.236,-1323.658,-1417.3,-1469.321,-1364.012,-2608.984,-2855.825,-2885.499,-2686.51,-2823.195,-2977.77,-3102.336,-2533.158,-947.756,-943.514,-866.96,-931.556
9300,-1744.7625,-1490.339,-1427.1425,-1441.916,-1401.104,-1427.148,-1382.277,-1401.562,-1323.84,-1417.592,-1469.556,-1364.116,-2609.217,-2856.1275,-2885.932,-2687.264,-2824.028,-2978.577,-3103.162,-2533.84,-947.858,-943.612,-867.06,-931.688
9301,-1744.9325,-1490.48,-1427.2675,-1442.052,-1401.48,-1427.424,-1382.521,-1401.814,-1324.126,-1417.72,-1469.803,-1364.438,-2609.47,-2856.4025,-2886.328,-2688.02,-2824.574,-2979.321,-3103.914,-2534.626,-947.952,-943.698,-867.2,-931.844
9302,-1745.1225,-1490.672,-1427.4575,-1442.18,-1401.794,-1427.719,-1382.655,-1402.024,-1324.377,-1418.014,-1470.059,-1364.719,-2609.786,-2856.7225,-2886.748,-2688.474,-2825.139,-2979.055,-3104.624,-2535.377,-948.054,-943.796,-867.3,-931.96
9303,-1745.33,-1490.8,-1427.6075,-1442.262,-1402.042,-1427.864,-1382.863,-1402.29,-1324.639,-1418.132,-1470.255,-1364.974,-2610.05,-2856.9725,-2886.882,-2688.742,-2825.094,-2979.763,-3105.39,-2536.139,-948.166,-943.888,-867.392,-931.996
9304,-1745.495,-1490.938,-1427.735,-1442.475,-1402.27,-1428.129,-1382.982,-1401.594,-1324.698,-1418.34,-1470.518,-1365.261,-2610.274,-2857.255,-2887.275,-2688.87,-2825.629,-2979.482,-3100.994,-2536.698,-948.272,-944.01,-867.436,-932.104
9305,-1745.6925,-1491.079,-1427.815,-1442.471,-1402.54,-1428.331,-1383.169,-1401.886,-1324.987,-1418.578,-1470.782,-1365.433,-2610.537,-2857.495,-2887.403,-2689.16,-2825.641,-2979.269,-3101.786,-2537.487,-948.356,-944.124,-867.54,-932.156
9306,-1745.9075,-1491.247,-1427.97,-1442.784,-1402.898,-1428.634,-1383.452,-1402.216,-1325.279,-1418.816,-1470.968,-1365.562,-2610.841,-2857.81,-2887.88,-2689.838,-2826.214,-2980.052,-3102.616,-2538.279,-948.47,-944.228,-867.604,-932.288
9307,-1746.085,-1491.418,-1428.175,-1443.101,-1403.248,-1428.9,-1383.63,-1402.5,-1325.428,-1419.06,-1471.134,-1365.803,-2611.144,-2858.125,-2888.393,-2690.508,-2826.52,-2979.83,-3103.4,-2538.928,-948.586,-944.328,-867.672,-932.468
9308,-1746.31,-1491.608,-1428.39,-1443.401,-1403.518,-1429.126,-1383.832,-1402.808,-1325.72,-1419.292,-1471.35,-1366.076,-2611.464,-2858.47,-2888.793,-2690.858,-2826.786,-2980.532,-3104.208,-2539.72,-948.65,-944.458,-867.784,-932.584
9309,-1746.5,-1491.787,-1428.535,-1443.306,-1403.694,-1429.23,-1383.941,-1402.036,-1325.777,-1419.478,-1471.61,-1366.374,-2611.791,-2858.805,-2888.83,-2690.814,-2826.47,-2980.241,-3099.736,-2540.277,-948.748,-944.562,-867.88,-932.588
9310,-1746.7025,-1491.947,-1428.7425,-1443.589,-1403.996,-1429.494,-1384.178,-1402.294,-1326.02,-1419.648,-1471.785,-1366.571,-2612.081,-2859.1275,-2889.197,-2691.316,-2827.004,-2980.978,-3100.494,-2541.02,-948.876,-944.634,-867.98,-932.664
9311,-1746.855,-1492.048,-1428.845,-1443.681,-1404.262,-1429.702,-1384.356,-1402.566,-1326.313,-1419.906,-1472.052,-1366.843,-2612.284,-2859.285,-2889.421,-2691.662,-2827.252,-2981.656,-3101.266,-2541.813,-948.982,-944.732,-868.072,-932.732
9312,-1747.0125,-1492.191,-1428.975,-1443.86,-1404.58,-1430.005,-1384.583,-1402.806,-1326.571,-1420.082,-1472.216,-1367.099,-2612.513,-2859.525,-2889.652,-2692.24,-2828.055,-2982.383,-3102.006,-2542.571,-949.092,-944.796,-868.224,-932.912
9313,-1747.1925,-1492.315,-1429.0275,-1443.547,-1404.346,-1430.127,-1384.687,-1403.016,-1326.811,-1420.256,-1472.39,-1367.336,-2612.765,-2859.6325,-2889.455,-2691.906,-2827.757,-2982.087,-3102.716,-2543.311,-949.188,-944.88,-868.364,-933.108
9314,-1747.3625,-1492.488,-1429.3,-1443.763,-1404.194,-1430.329,-1384.777,-1402.264,-1323.075,-1419.824,-1470.898,-1366.263,-2613.014,-2860.05,-2889.867,-2691.894,-2827.769,-2980.877,-3098.264,-2520.075,-949.312,-944.952,-868.472,-933.224
9315,-1747.52,-1492.66,-1429.52,-1443.988,-1404.09,-1430.633,-1384.96,-1402.53,-1323.407,-1420.13,-1471.253,-1366.603,-2613.3,-2860.46,-2890.304,-2692.05,-2828.343,-2980.66,-3099.03,-2520.907,-949.398,-945.056,-868.592,-933.388
9316,-1747.66,-1492.786,-1429.6525,-1444.2,-1404.392,-1430.829,-1385.087,-1402.754,-1323.649,-1420.252,-1471.41,-1366.848,-2613.508,-2860.7575,-2890.728,-2692.552,-2828.579,-2980.387,-3099.754,-2521.649,-949.534,-945.144,-868.644,-933.464
9317,-1747.82,-1492.929,-1429.775,-1444.303,-1404.248,-1431.046,-1385.322,-1403.038,-1323.762,-1420.464,-1471.64,-1367.053,-2613.777,-2861.025,-2890.947,-2692.608,-2828.836,-2981.122,-3100.538,-2522.262,-949.602,-945.262,-868.772,-933.564
9318,-1747.995,-1493.047,-1429.9175,-1444.514,-1404.558,-1431.287,-1385.412,-1403.266,-1324.026,-1420.664,-1471.887,-1367.409,-2613.981,-2861.2525,-2891.45,-2693.058,-2828.887,-2979.912,-3101.266,-2523.026,-949.704,-945.386,-868.82,-933.688
9319,-1748.1975,-1493.218,-1429.965,-1444.591,-1404.706,-1431.296,-1385.409,-1402.426,-1323.935,-1420.778,-1472.027,-1367.653,-2614.284,-2861.445,-2891.547,-2692.926,-2828.016,-2978.609,-3096.726,-2523.435,-949.854,-945.48,-868.832,-933.836
9320,-1748.3375,-1493.389,-1430.1325,-1444.723,-1404.622,-1431.569,-1385.693,-1402.712,-1324.229,-1420.932,-1472.21,-1367.824,-2614.537,-2861.7475,-2891.955,-2693.162,-2828.329,-2979.393,-3097.512,-2524.229,-949.926,-945.6,-868.948,-933.92
9321,-1748.5125,-1493.499,-1430.155,-1444.818,-1404.468,-1431.761,-1385.865,-1402.036,-1320.547,-1420.746,-1472.196,-1366.967,-2614.767,-2861.865,-2892.214,-2693.148,-2828.331,-2979.165,-3093.136,-2501.047,-950.002,-945.694,-869.108,-933.988
9322,-1748.695,-1493.646,-1430.23,-1445.015,-1404.656,-1432.0,-1386.062,-1402.228,-1320.787,-1420.892,-1472.099,-1366.901,-2615.048,-2862.09,-2892.511,-2693.116,-2828.84,-2979.862,-3093.828,-2501.787,-950.098,-945.798,-869.208,-934.08
9323,-1748.8775,-1493.837,-1430.46,-1445.304,-1404.896,-1432.289,-1386.289,-1402.504,-1321.096,-1421.144,-1472.378,-1367.155,-2615.341,-2862.48,-2892.82,-2693.316,-2829.399,-2980.589,-3094.604,-2502.596,-950.22,-945.884,-869.292,-934.196
9324,-1749.04,-1493.991,-1430.59,-1445.603,-1405.216,-1432.544,-1386.483,-1402.744,-1321.029,-1420.798,-1472.384,-1367.3,-2615.623,-2862.77,-2893.219,-2693.836,-2829.694,-2980.383,-3095.344,-2503.029,-950.332,-945.946,-869.444,-934.288
9325,-1749.23,-1494.144,-1430.6575,-1445.792,-1405.476,-1432.746,-1386.626,-1402.926,-1321.103,-1420.91,-1472.291,-1367.257,-2615.912,-2862.9725,-2893.476,-2694.116,-2829.706,-2980.126,-3096.026,-2503.603,-950.444,-946.026,-869.56,-934.428
9326,-1749.4575,-1494.321,-1430.835,-1446.01,-1405.362,-1433.031,-1386.813,-1403.1,-1321.181,-1420.988,-1472.055,-1367.271,-2616.243,-2863.355,-2893.842,-2694.262,-2830.261,-2979.913,-3096.7,-2504.181,-950.556,-946.126,-869.636,-934.568
